labour_force_share,reg_nr,ID,date,pop,mvu_lvu,mvu_lvu_share,urban_share
73.10000000000001,14,Västra Götaland,2006-01-01,1538284,329330,21.408920589436022,83.34723626145356
69.5,17,Värmland,2006-01-01,273489,48519,17.74075008501256,73.88066801323147
70.0,18,Örebro,2006-01-01,275030,51460,18.710686106970147,82.07215061961688
70.0,19,Västmanland,2006-01-01,248489,46781,18.82618546495016,87.34041823238093
70.8,20,Dalarna,2006-01-01,275711,45041,16.336308671035976,79.36827981360265
69.0,21,Gävleborg,2006-01-01,275653,44443,16.12280657203078,77.70205149387306
71.5,22,Västernorrland,2006-01-01,243978,43990,18.030314208658158,75.88907670594413
71.4,23,Jämtland,2006-01-01,127020,23382,18.408124704770902,65.62962496457475
70.1,24,Västerbotten,2006-01-01,257581,60837,23.618589880464786,76.5016378681322
70.5,25,Norrbotten,2006-01-01,251886,47700,18.937138229198926,81.77008024151903
75.89999999999999,01,Stockholm,2006-04-01,1918104,535114,27.89807017763375,95.3881726716915
74.4,03,Uppsala,2006-04-01,319925,84452,26.39743689927327,79.54031591095625
72.8,04,Södermanland,2006-04-01,263099,45327,17.22811565228298,81.9496363046259
71.7,05,Östergötland,2006-04-01,417966,86769,20.759822569299896,83.65733612296813
76.2,06,Jönköping,2006-04-01,331539,55495,16.738603904819644,82.39954691243234
77.89999999999999,07,Kronoberg,2006-04-01,179635,34016,18.936176134940297,76.81276373968157
71.5,08,Kalmar,2006-04-01,233776,39487,16.890955444528092,77.08297712273023
73.69999999999999,09,Gotland,2006-04-01,57297,9960,17.383109063301745,57.5754940161425
69.89999999999999,10,Blekinge,2006-04-01,151436,28739,18.977653926411158,78.69883739448957
72.89999999999999,12,Skåne,2006-04-01,1184500,264853,22.35989869143098,87.7212124528844
76.10000000000001,13,Halland,2006-04-01,288859,55834,19.329153670129717,78.82449242307639
75.0,14,Västra Götaland,2006-04-01,1538284,329330,21.408920589436022,83.34723626145356
69.5,17,Värmland,2006-04-01,273489,48519,17.74075008501256,73.88066801323147
72.4,18,Örebro,2006-04-01,275030,51460,18.710686106970147,82.07215061961688
72.6,19,Västmanland,2006-04-01,248489,46781,18.82618546495016,87.34041823238093
71.8,20,Dalarna,2006-04-01,275711,45041,16.336308671035976,79.36827981360265
70.9,21,Gävleborg,2006-04-01,275653,44443,16.12280657203078,77.70205149387306
70.2,22,Västernorrland,2006-04-01,243978,43990,18.030314208658158,75.88907670594413
72.60000000000001,23,Jämtland,2006-04-01,127020,23382,18.408124704770902,65.62962496457475
74.2,24,Västerbotten,2006-04-01,257581,60837,23.618589880464786,76.5016378681322
73.2,25,Norrbotten,2006-04-01,251886,47700,18.937138229198926,81.77008024151903
76.2,01,Stockholm,2006-07-01,1918104,535114,27.89807017763375,95.3881726716915
72.89999999999999,03,Uppsala,2006-07-01,319925,84452,26.39743689927327,79.54031591095625
72.7,04,Södermanland,2006-07-01,263099,45327,17.22811565228298,81.9496363046259
70.5,05,Östergötland,2006-07-01,417966,86769,20.759822569299896,83.65733612296813
76.39999999999999,06,Jönköping,2006-07-01,331539,55495,16.738603904819644,82.39954691243234
77.3,07,Kronoberg,2006-07-01,179635,34016,18.936176134940297,76.81276373968157
71.39999999999999,08,Kalmar,2006-07-01,233776,39487,16.890955444528092,77.08297712273023
74.1,09,Gotland,2006-07-01,57297,9960,17.383109063301745,57.5754940161425
70.3,10,Blekinge,2006-07-01,151436,28739,18.977653926411158,78.69883739448957
72.7,12,Skåne,2006-07-01,1184500,264853,22.35989869143098,87.7212124528844
77.3,13,Halland,2006-07-01,288859,55834,19.329153670129717,78.82449242307639
74.1,14,Västra Götaland,2006-07-01,1538284,329330,21.408920589436022,83.34723626145356
69.2,17,Värmland,2006-07-01,273489,48519,17.74075008501256,73.88066801323147
72.5,18,Örebro,2006-07-01,275030,51460,18.710686106970147,82.07215061961688
69.7,19,Västmanland,2006-07-01,248489,46781,18.82618546495016,87.34041823238093
71.0,20,Dalarna,2006-07-01,275711,45041,16.336308671035976,79.36827981360265
71.8,21,Gävleborg,2006-07-01,275653,44443,16.12280657203078,77.70205149387306
70.80000000000001,22,Västernorrland,2006-07-01,243978,43990,18.030314208658158,75.88907670594413
71.8,23,Jämtland,2006-07-01,127020,23382,18.408124704770902,65.62962496457475
73.1,24,Västerbotten,2006-07-01,257581,60837,23.618589880464786,76.5016378681322
72.5,25,Norrbotten,2006-07-01,251886,47700,18.937138229198926,81.77008024151903
75.1,01,Stockholm,2006-10-01,1918104,535114,27.89807017763375,95.3881726716915
69.7,03,Uppsala,2006-10-01,319925,84452,26.39743689927327,79.54031591095625
70.2,04,Södermanland,2006-10-01,263099,45327,17.22811565228298,81.9496363046259
69.4,05,Östergötland,2006-10-01,417966,86769,20.759822569299896,83.65733612296813
74.10000000000001,06,Jönköping,2006-10-01,331539,55495,16.738603904819644,82.39954691243234
76.4,07,Kronoberg,2006-10-01,179635,34016,18.936176134940297,76.81276373968157
67.4,08,Kalmar,2006-10-01,233776,39487,16.890955444528092,77.08297712273023
73.1,09,Gotland,2006-10-01,57297,9960,17.383109063301745,57.5754940161425
69.6,10,Blekinge,2006-10-01,151436,28739,18.977653926411158,78.69883739448957
70.5,12,Skåne,2006-10-01,1184500,264853,22.35989869143098,87.7212124528844
74.3,13,Halland,2006-10-01,288859,55834,19.329153670129717,78.82449242307639
72.19999999999999,14,Västra Götaland,2006-10-01,1538284,329330,21.408920589436022,83.34723626145356
68.7,17,Värmland,2006-10-01,273489,48519,17.74075008501256,73.88066801323147
70.4,18,Örebro,2006-10-01,275030,51460,18.710686106970147,82.07215061961688
70.2,19,Västmanland,2006-10-01,248489,46781,18.82618546495016,87.34041823238093
69.8,20,Dalarna,2006-10-01,275711,45041,16.336308671035976,79.36827981360265
70.0,21,Gävleborg,2006-10-01,275653,44443,16.12280657203078,77.70205149387306
70.89999999999999,22,Västernorrland,2006-10-01,243978,43990,18.030314208658158,75.88907670594413
70.0,23,Jämtland,2006-10-01,127020,23382,18.408124704770902,65.62962496457475
70.9,24,Västerbotten,2006-10-01,257581,60837,23.618589880464786,76.5016378681322
70.7,25,Norrbotten,2006-10-01,251886,47700,18.937138229198926,81.77008024151903
74.89999999999999,01,Stockholm,2007-01-01,1949516,554942,28.46562941776318,95.3881726716915
71.1,03,Uppsala,2007-01-01,323270,86878,26.87474866210907,79.54031591095625
70.9,04,Södermanland,2007-01-01,265190,46634,17.58512764433048,81.9496363046259
69.8,05,Östergötland,2007-01-01,420809,89231,21.20463203020848,83.65733612296813
75.4,06,Jönköping,2007-01-01,333610,57268,17.16615209376218,82.39954691243234
76.5,07,Kronoberg,2007-01-01,180787,34947,19.33048283338957,76.81276373968157
69.1,08,Kalmar,2007-01-01,233834,40595,17.360606242034947,77.08297712273023
73.89999999999999,09,Gotland,2007-01-01,57122,10170,17.803998459437693,57.5754940161425
71.8,10,Blekinge,2007-01-01,151900,29641,19.513495720868992,78.69883739448957
71.0,12,Skåne,2007-01-01,1199357,274977,22.927035069624807,87.7212124528844
75.2,13,Halland,2007-01-01,291393,57807,19.838156716187417,78.82449242307639
72.2,14,Västra Götaland,2007-01-01,1547298,339227,21.92383109136055,83.34723626145356
69.5,17,Värmland,2007-01-01,273826,49740,18.16481999517942,73.88066801323147
71.9,18,Örebro,2007-01-01,276067,52635,19.06602382754911,82.07215061961688
69.6,19,Västmanland,2007-01-01,249193,47752,19.16265705697993,87.34041823238093
69.89999999999999,20,Dalarna,2007-01-01,275618,46091,16.72278298224354,79.36827981360265
70.39999999999999,21,Gävleborg,2007-01-01,275556,45592,16.545457184746475,77.70205149387306
72.10000000000001,22,Västernorrland,2007-01-01,243449,44729,18.37304733229547,75.88907670594413
70.39999999999999,23,Jämtland,2007-01-01,126937,23819,18.764426447765427,65.62962496457475
71.0,24,Västerbotten,2007-01-01,257593,61593,23.91097584173483,76.5016378681322
69.9,25,Norrbotten,2007-01-01,250602,48135,19.207747743433814,81.77008024151903
75.7,01,Stockholm,2007-04-01,1949516,554942,28.46562941776318,95.3881726716915
73.10000000000001,03,Uppsala,2007-04-01,323270,86878,26.87474866210907,79.54031591095625
70.3,04,Södermanland,2007-04-01,265190,46634,17.58512764433048,81.9496363046259
71.5,05,Östergötland,2007-04-01,420809,89231,21.20463203020848,83.65733612296813
75.80000000000001,06,Jönköping,2007-04-01,333610,57268,17.16615209376218,82.39954691243234
76.2,07,Kronoberg,2007-04-01,180787,34947,19.33048283338957,76.81276373968157
71.0,08,Kalmar,2007-04-01,233834,40595,17.360606242034947,77.08297712273023
75.30000000000001,09,Gotland,2007-04-01,57122,10170,17.803998459437693,57.5754940161425
72.8,10,Blekinge,2007-04-01,151900,29641,19.513495720868992,78.69883739448957
73.0,12,Skåne,2007-04-01,1199357,274977,22.927035069624807,87.7212124528844
78.60000000000001,13,Halland,2007-04-01,291393,57807,19.838156716187417,78.82449242307639
73.4,14,Västra Götaland,2007-04-01,1547298,339227,21.92383109136055,83.34723626145356
71.60000000000001,17,Värmland,2007-04-01,273826,49740,18.16481999517942,73.88066801323147
72.8,18,Örebro,2007-04-01,276067,52635,19.06602382754911,82.07215061961688
72.5,19,Västmanland,2007-04-01,249193,47752,19.16265705697993,87.34041823238093
73.8,20,Dalarna,2007-04-01,275618,46091,16.72278298224354,79.36827981360265
69.8,21,Gävleborg,2007-04-01,275556,45592,16.545457184746475,77.70205149387306
74.0,22,Västernorrland,2007-04-01,243449,44729,18.37304733229547,75.88907670594413
72.19999999999999,23,Jämtland,2007-04-01,126937,23819,18.764426447765427,65.62962496457475
74.2,24,Västerbotten,2007-04-01,257593,61593,23.91097584173483,76.5016378681322
74.1,25,Norrbotten,2007-04-01,250602,48135,19.207747743433814,81.77008024151903
75.89999999999999,01,Stockholm,2007-07-01,1949516,554942,28.46562941776318,95.3881726716915
73.6,03,Uppsala,2007-07-01,323270,86878,26.87474866210907,79.54031591095625
70.89999999999999,04,Södermanland,2007-07-01,265190,46634,17.58512764433048,81.9496363046259
71.2,05,Östergötland,2007-07-01,420809,89231,21.20463203020848,83.65733612296813
76.5,06,Jönköping,2007-07-01,333610,57268,17.16615209376218,82.39954691243234
75.5,07,Kronoberg,2007-07-01,180787,34947,19.33048283338957,76.81276373968157
72.0,08,Kalmar,2007-07-01,233834,40595,17.360606242034947,77.08297712273023
75.8,09,Gotland,2007-07-01,57122,10170,17.803998459437693,57.5754940161425
73.30000000000001,10,Blekinge,2007-07-01,151900,29641,19.513495720868992,78.69883739448957
72.3,12,Skåne,2007-07-01,1199357,274977,22.927035069624807,87.7212124528844
76.1,13,Halland,2007-07-01,291393,57807,19.838156716187417,78.82449242307639
73.2,14,Västra Götaland,2007-07-01,1547298,339227,21.92383109136055,83.34723626145356
73.1,17,Värmland,2007-07-01,273826,49740,18.16481999517942,73.88066801323147
73.5,18,Örebro,2007-07-01,276067,52635,19.06602382754911,82.07215061961688
72.4,19,Västmanland,2007-07-01,249193,47752,19.16265705697993,87.34041823238093
73.3,20,Dalarna,2007-07-01,275618,46091,16.72278298224354,79.36827981360265
70.0,21,Gävleborg,2007-07-01,275556,45592,16.545457184746475,77.70205149387306
72.5,22,Västernorrland,2007-07-01,243449,44729,18.37304733229547,75.88907670594413
73.10000000000001,23,Jämtland,2007-07-01,126937,23819,18.764426447765427,65.62962496457475
73.8,24,Västerbotten,2007-07-01,257593,61593,23.91097584173483,76.5016378681322
70.69999999999999,25,Norrbotten,2007-07-01,250602,48135,19.207747743433814,81.77008024151903
75.3,01,Stockholm,2007-10-01,1949516,554942,28.46562941776318,95.3881726716915
73.5,03,Uppsala,2007-10-01,323270,86878,26.87474866210907,79.54031591095625
67.5,04,Södermanland,2007-10-01,265190,46634,17.58512764433048,81.9496363046259
69.8,05,Östergötland,2007-10-01,420809,89231,21.20463203020848,83.65733612296813
74.8,06,Jönköping,2007-10-01,333610,57268,17.16615209376218,82.39954691243234
74.1,07,Kronoberg,2007-10-01,180787,34947,19.33048283338957,76.81276373968157
70.2,08,Kalmar,2007-10-01,233834,40595,17.360606242034947,77.08297712273023
73.80000000000001,09,Gotland,2007-10-01,57122,10170,17.803998459437693,57.5754940161425
69.8,10,Blekinge,2007-10-01,151900,29641,19.513495720868992,78.69883739448957
70.7,12,Skåne,2007-10-01,1199357,274977,22.927035069624807,87.7212124528844
74.5,13,Halland,2007-10-01,291393,57807,19.838156716187417,78.82449242307639
72.4,14,Västra Götaland,2007-10-01,1547298,339227,21.92383109136055,83.34723626145356
70.39999999999999,17,Värmland,2007-10-01,273826,49740,18.16481999517942,73.88066801323147
70.6,18,Örebro,2007-10-01,276067,52635,19.06602382754911,82.07215061961688
68.6,19,Västmanland,2007-10-01,249193,47752,19.16265705697993,87.34041823238093
70.9,20,Dalarna,2007-10-01,275618,46091,16.72278298224354,79.36827981360265
68.7,21,Gävleborg,2007-10-01,275556,45592,16.545457184746475,77.70205149387306
69.4,22,Västernorrland,2007-10-01,243449,44729,18.37304733229547,75.88907670594413
71.89999999999999,23,Jämtland,2007-10-01,126937,23819,18.764426447765427,65.62962496457475
70.9,24,Västerbotten,2007-10-01,257593,61593,23.91097584173483,76.5016378681322
69.2,25,Norrbotten,2007-10-01,250602,48135,19.207747743433814,81.77008024151903
75.1,01,Stockholm,2008-01-01,1981263,574349,28.989033762806855,95.3881726716915
72.7,03,Uppsala,2008-01-01,327188,89273,27.284924874995415,79.54031591095625
69.8,04,Södermanland,2008-01-01,267524,48011,17.94642723643486,81.9496363046259
69.8,05,Östergötland,2008-01-01,423169,91654,21.658958950206657,83.65733612296813
74.7,06,Jönköping,2008-01-01,335246,59155,17.645251546625463,82.39954691243234
74.2,07,Kronoberg,2008-01-01,182224,35946,19.726270963210116,76.81276373968157
70.6,08,Kalmar,2008-01-01,233397,41461,17.764152923987883,77.08297712273023
75.39999999999999,09,Gotland,2008-01-01,57004,10373,18.196968633780088,57.5754940161425
70.3,10,Blekinge,2008-01-01,152259,30453,20.00078813075089,78.69883739448957
72.0,12,Skåne,2008-01-01,1214758,284821,23.44672766098268,87.7212124528844
73.6,13,Halland,2008-01-01,293572,59568,20.29076342430477,78.82449242307639
72.2,14,Västra Götaland,2008-01-01,1558130,349735,22.445816459473853,83.34723626145356
70.39999999999999,17,Värmland,2008-01-01,273374,50656,18.529926035394734,73.88066801323147
69.7,18,Örebro,2008-01-01,277732,54024,19.451845664165454,82.07215061961688
70.5,19,Västmanland,2008-01-01,249974,48603,19.44322209509789,87.34041823238093
72.69999999999999,20,Dalarna,2008-01-01,275867,46976,17.02849561564087,79.36827981360265
69.10000000000001,21,Gävleborg,2008-01-01,275908,46685,16.920495237542948,77.70205149387306
67.5,22,Västernorrland,2008-01-01,243372,45389,18.650050129020592,75.88907670594413
73.9,23,Jämtland,2008-01-01,126897,24236,19.0989542699985,65.62962496457475
69.9,24,Västerbotten,2008-01-01,257812,62317,24.171489302282286,76.5016378681322
69.0,25,Norrbotten,2008-01-01,249677,48695,19.503198131986526,81.77008024151903
75.9,01,Stockholm,2008-04-01,1981263,574349,28.989033762806855,95.3881726716915
76.8,03,Uppsala,2008-04-01,327188,89273,27.284924874995415,79.54031591095625
69.8,04,Södermanland,2008-04-01,267524,48011,17.94642723643486,81.9496363046259
71.7,05,Östergötland,2008-04-01,423169,91654,21.658958950206657,83.65733612296813
75.89999999999999,06,Jönköping,2008-04-01,335246,59155,17.645251546625463,82.39954691243234
74.0,07,Kronoberg,2008-04-01,182224,35946,19.726270963210116,76.81276373968157
72.8,08,Kalmar,2008-04-01,233397,41461,17.764152923987883,77.08297712273023
78.9,09,Gotland,2008-04-01,57004,10373,18.196968633780088,57.5754940161425
72.5,10,Blekinge,2008-04-01,152259,30453,20.00078813075089,78.69883739448957
75.0,12,Skåne,2008-04-01,1214758,284821,23.44672766098268,87.7212124528844
75.4,13,Halland,2008-04-01,293572,59568,20.29076342430477,78.82449242307639
74.8,14,Västra Götaland,2008-04-01,1558130,349735,22.445816459473853,83.34723626145356
72.0,17,Värmland,2008-04-01,273374,50656,18.529926035394734,73.88066801323147
72.0,18,Örebro,2008-04-01,277732,54024,19.451845664165454,82.07215061961688
72.5,19,Västmanland,2008-04-01,249974,48603,19.44322209509789,87.34041823238093
73.7,20,Dalarna,2008-04-01,275867,46976,17.02849561564087,79.36827981360265
70.4,21,Gävleborg,2008-04-01,275908,46685,16.920495237542948,77.70205149387306
70.7,22,Västernorrland,2008-04-01,243372,45389,18.650050129020592,75.88907670594413
74.0,23,Jämtland,2008-04-01,126897,24236,19.0989542699985,65.62962496457475
71.60000000000001,24,Västerbotten,2008-04-01,257812,62317,24.171489302282286,76.5016378681322
71.6,25,Norrbotten,2008-04-01,249677,48695,19.503198131986526,81.77008024151903
76.3,01,Stockholm,2008-07-01,1981263,574349,28.989033762806855,95.3881726716915
73.9,03,Uppsala,2008-07-01,327188,89273,27.284924874995415,79.54031591095625
71.9,04,Södermanland,2008-07-01,267524,48011,17.94642723643486,81.9496363046259
72.1,05,Östergötland,2008-07-01,423169,91654,21.658958950206657,83.65733612296813
77.0,06,Jönköping,2008-07-01,335246,59155,17.645251546625463,82.39954691243234
74.7,07,Kronoberg,2008-07-01,182224,35946,19.726270963210116,76.81276373968157
72.3,08,Kalmar,2008-07-01,233397,41461,17.764152923987883,77.08297712273023
80.69999999999999,09,Gotland,2008-07-01,57004,10373,18.196968633780088,57.5754940161425
70.5,10,Blekinge,2008-07-01,152259,30453,20.00078813075089,78.69883739448957
73.3,12,Skåne,2008-07-01,1214758,284821,23.44672766098268,87.7212124528844
74.6,13,Halland,2008-07-01,293572,59568,20.29076342430477,78.82449242307639
73.4,14,Västra Götaland,2008-07-01,1558130,349735,22.445816459473853,83.34723626145356
71.1,17,Värmland,2008-07-01,273374,50656,18.529926035394734,73.88066801323147
70.5,18,Örebro,2008-07-01,277732,54024,19.451845664165454,82.07215061961688
73.7,19,Västmanland,2008-07-01,249974,48603,19.44322209509789,87.34041823238093
71.60000000000001,20,Dalarna,2008-07-01,275867,46976,17.02849561564087,79.36827981360265
68.6,21,Gävleborg,2008-07-01,275908,46685,16.920495237542948,77.70205149387306
69.2,22,Västernorrland,2008-07-01,243372,45389,18.650050129020592,75.88907670594413
73.39999999999999,23,Jämtland,2008-07-01,126897,24236,19.0989542699985,65.62962496457475
71.9,24,Västerbotten,2008-07-01,257812,62317,24.171489302282286,76.5016378681322
71.5,25,Norrbotten,2008-07-01,249677,48695,19.503198131986526,81.77008024151903
76.60000000000001,01,Stockholm,2008-10-01,1981263,574349,28.989033762806855,95.3881726716915
72.5,03,Uppsala,2008-10-01,327188,89273,27.284924874995415,79.54031591095625
69.8,04,Södermanland,2008-10-01,267524,48011,17.94642723643486,81.9496363046259
70.3,05,Östergötland,2008-10-01,423169,91654,21.658958950206657,83.65733612296813
74.8,06,Jönköping,2008-10-01,335246,59155,17.645251546625463,82.39954691243234
72.5,07,Kronoberg,2008-10-01,182224,35946,19.726270963210116,76.81276373968157
69.5,08,Kalmar,2008-10-01,233397,41461,17.764152923987883,77.08297712273023
74.7,09,Gotland,2008-10-01,57004,10373,18.196968633780088,57.5754940161425
67.7,10,Blekinge,2008-10-01,152259,30453,20.00078813075089,78.69883739448957
71.8,12,Skåne,2008-10-01,1214758,284821,23.44672766098268,87.7212124528844
73.7,13,Halland,2008-10-01,293572,59568,20.29076342430477,78.82449242307639
72.10000000000001,14,Västra Götaland,2008-10-01,1558130,349735,22.445816459473853,83.34723626145356
68.2,17,Värmland,2008-10-01,273374,50656,18.529926035394734,73.88066801323147
68.1,18,Örebro,2008-10-01,277732,54024,19.451845664165454,82.07215061961688
71.89999999999999,19,Västmanland,2008-10-01,249974,48603,19.44322209509789,87.34041823238093
70.5,20,Dalarna,2008-10-01,275867,46976,17.02849561564087,79.36827981360265
65.8,21,Gävleborg,2008-10-01,275908,46685,16.920495237542948,77.70205149387306
67.4,22,Västernorrland,2008-10-01,243372,45389,18.650050129020592,75.88907670594413
70.89999999999999,23,Jämtland,2008-10-01,126897,24236,19.0989542699985,65.62962496457475
68.9,24,Västerbotten,2008-10-01,257812,62317,24.171489302282286,76.5016378681322
67.7,25,Norrbotten,2008-10-01,249677,48695,19.503198131986526,81.77008024151903
76.0,01,Stockholm,2009-01-01,2019182,594969,29.465843098839034,95.3881726716915
73.2,03,Uppsala,2009-01-01,331898,92367,27.82993570313771,79.54031591095625
69.4,04,Södermanland,2009-01-01,269053,49140,18.26405949757111,81.9496363046259
70.6,05,Östergötland,2009-01-01,427106,94560,22.13970302454192,83.65733612296813
74.7,06,Jönköping,2009-01-01,336044,61078,18.175596052897834,82.39954691243234
74.0,07,Kronoberg,2009-01-01,183162,36870,20.129721230386217,76.81276373968157
70.9,08,Kalmar,2009-01-01,233639,42435,18.162635518898814,77.08297712273023
77.10000000000001,09,Gotland,2009-01-01,57221,10575,18.480977263592038,57.5754940161425
68.7,10,Blekinge,2009-01-01,152591,31163,20.422567517088165,78.69883739448957
71.9,12,Skåne,2009-01-01,1231062,295188,23.97832115685481,87.7212124528844
72.7,13,Halland,2009-01-01,296825,61704,20.78800640107808,78.82449242307639
72.2,14,Västra Götaland,2009-01-01,1569458,360943,22.997939416027698,83.34723626145356
68.9,17,Värmland,2009-01-01,273257,51814,18.961636847363472,73.88066801323147
69.2,18,Örebro,2009-01-01,278882,55462,19.887264147560618,82.07215061961688
72.2,19,Västmanland,2009-01-01,251353,49642,19.74991346830951,87.34041823238093
70.39999999999999,20,Dalarna,2009-01-01,276454,48225,17.444131754288236,79.36827981360265
69.6,21,Gävleborg,2009-01-01,276220,47732,17.280428643834625,77.70205149387306
68.3,22,Västernorrland,2009-01-01,243042,46224,19.01893499888908,75.88907670594413
73.2,23,Jämtland,2009-01-01,126666,24717,19.51352375538819,65.62962496457475
70.10000000000001,24,Västerbotten,2009-01-01,258548,63508,24.563330600120675,76.5016378681322
67.8,25,Norrbotten,2009-01-01,249019,49376,19.82820587987262,81.77008024151903
77.3,01,Stockholm,2009-04-01,2019182,594969,29.465843098839034,95.3881726716915
75.5,03,Uppsala,2009-04-01,331898,92367,27.82993570313771,79.54031591095625
73.1,04,Södermanland,2009-04-01,269053,49140,18.26405949757111,81.9496363046259
73.6,05,Östergötland,2009-04-01,427106,94560,22.13970302454192,83.65733612296813
76.10000000000001,06,Jönköping,2009-04-01,336044,61078,18.175596052897834,82.39954691243234
76.60000000000001,07,Kronoberg,2009-04-01,183162,36870,20.129721230386217,76.81276373968157
71.2,08,Kalmar,2009-04-01,233639,42435,18.162635518898814,77.08297712273023
77.30000000000001,09,Gotland,2009-04-01,57221,10575,18.480977263592038,57.5754940161425
71.3,10,Blekinge,2009-04-01,152591,31163,20.422567517088165,78.69883739448957
73.3,12,Skåne,2009-04-01,1231062,295188,23.97832115685481,87.7212124528844
75.4,13,Halland,2009-04-01,296825,61704,20.78800640107808,78.82449242307639
74.60000000000001,14,Västra Götaland,2009-04-01,1569458,360943,22.997939416027698,83.34723626145356
70.0,17,Värmland,2009-04-01,273257,51814,18.961636847363472,73.88066801323147
71.9,18,Örebro,2009-04-01,278882,55462,19.887264147560618,82.07215061961688
75.2,19,Västmanland,2009-04-01,251353,49642,19.74991346830951,87.34041823238093
71.4,20,Dalarna,2009-04-01,276454,48225,17.444131754288236,79.36827981360265
73.1,21,Gävleborg,2009-04-01,276220,47732,17.280428643834625,77.70205149387306
69.3,22,Västernorrland,2009-04-01,243042,46224,19.01893499888908,75.88907670594413
74.7,23,Jämtland,2009-04-01,126666,24717,19.51352375538819,65.62962496457475
72.7,24,Västerbotten,2009-04-01,258548,63508,24.563330600120675,76.5016378681322
70.9,25,Norrbotten,2009-04-01,249019,49376,19.82820587987262,81.77008024151903
76.89999999999999,01,Stockholm,2009-07-01,2019182,594969,29.465843098839034,95.3881726716915
73.2,03,Uppsala,2009-07-01,331898,92367,27.82993570313771,79.54031591095625
72.3,04,Södermanland,2009-07-01,269053,49140,18.26405949757111,81.9496363046259
73.1,05,Östergötland,2009-07-01,427106,94560,22.13970302454192,83.65733612296813
75.89999999999999,06,Jönköping,2009-07-01,336044,61078,18.175596052897834,82.39954691243234
73.10000000000001,07,Kronoberg,2009-07-01,183162,36870,20.129721230386217,76.81276373968157
71.2,08,Kalmar,2009-07-01,233639,42435,18.162635518898814,77.08297712273023
74.6,09,Gotland,2009-07-01,57221,10575,18.480977263592038,57.5754940161425
70.8,10,Blekinge,2009-07-01,152591,31163,20.422567517088165,78.69883739448957
72.1,12,Skåne,2009-07-01,1231062,295188,23.97832115685481,87.7212124528844
73.60000000000001,13,Halland,2009-07-01,296825,61704,20.78800640107808,78.82449242307639
73.2,14,Västra Götaland,2009-07-01,1569458,360943,22.997939416027698,83.34723626145356
69.8,17,Värmland,2009-07-01,273257,51814,18.961636847363472,73.88066801323147
72.0,18,Örebro,2009-07-01,278882,55462,19.887264147560618,82.07215061961688
73.5,19,Västmanland,2009-07-01,251353,49642,19.74991346830951,87.34041823238093
71.5,20,Dalarna,2009-07-01,276454,48225,17.444131754288236,79.36827981360265
70.9,21,Gävleborg,2009-07-01,276220,47732,17.280428643834625,77.70205149387306
68.5,22,Västernorrland,2009-07-01,243042,46224,19.01893499888908,75.88907670594413
74.0,23,Jämtland,2009-07-01,126666,24717,19.51352375538819,65.62962496457475
72.1,24,Västerbotten,2009-07-01,258548,63508,24.563330600120675,76.5016378681322
69.9,25,Norrbotten,2009-07-01,249019,49376,19.82820587987262,81.77008024151903
76.4,01,Stockholm,2009-10-01,2019182,594969,29.465843098839034,95.3881726716915
70.7,03,Uppsala,2009-10-01,331898,92367,27.82993570313771,79.54031591095625
71.60000000000001,04,Södermanland,2009-10-01,269053,49140,18.26405949757111,81.9496363046259
71.6,05,Östergötland,2009-10-01,427106,94560,22.13970302454192,83.65733612296813
74.0,06,Jönköping,2009-10-01,336044,61078,18.175596052897834,82.39954691243234
72.1,07,Kronoberg,2009-10-01,183162,36870,20.129721230386217,76.81276373968157
68.2,08,Kalmar,2009-10-01,233639,42435,18.162635518898814,77.08297712273023
71.7,09,Gotland,2009-10-01,57221,10575,18.480977263592038,57.5754940161425
68.7,10,Blekinge,2009-10-01,152591,31163,20.422567517088165,78.69883739448957
71.1,12,Skåne,2009-10-01,1231062,295188,23.97832115685481,87.7212124528844
71.7,13,Halland,2009-10-01,296825,61704,20.78800640107808,78.82449242307639
72.0,14,Västra Götaland,2009-10-01,1569458,360943,22.997939416027698,83.34723626145356
70.3,17,Värmland,2009-10-01,273257,51814,18.961636847363472,73.88066801323147
71.4,18,Örebro,2009-10-01,278882,55462,19.887264147560618,82.07215061961688
72.0,19,Västmanland,2009-10-01,251353,49642,19.74991346830951,87.34041823238093
69.60000000000001,20,Dalarna,2009-10-01,276454,48225,17.444131754288236,79.36827981360265
69.0,21,Gävleborg,2009-10-01,276220,47732,17.280428643834625,77.70205149387306
67.6,22,Västernorrland,2009-10-01,243042,46224,19.01893499888908,75.88907670594413
70.0,23,Jämtland,2009-10-01,126666,24717,19.51352375538819,65.62962496457475
69.10000000000001,24,Västerbotten,2009-10-01,258548,63508,24.563330600120675,76.5016378681322
68.6,25,Norrbotten,2009-10-01,249019,49376,19.82820587987262,81.77008024151903
76.10000000000001,01,Stockholm,2010-01-01,2054343,617374,30.052138323541882,95.73732331942621
71.2,03,Uppsala,2010-01-01,335882,95697,28.491255857711934,80.50297425881709
70.4,04,Södermanland,2010-01-01,270738,50624,18.698520340698387,82.36671616101175
70.4,05,Östergötland,2010-01-01,429642,98056,22.82272217334432,84.36395883084056
73.1,06,Jönköping,2010-01-01,336866,63169,18.751966657365244,82.52005248377692
73.0,07,Kronoberg,2010-01-01,183940,38048,20.68500598021094,77.95313689246494
69.9,08,Kalmar,2010-01-01,233536,43582,18.661790901616882,77.54735886544259
