labour_force_share,reg_nr,ID,date,pop,mvu_lvu,mvu_lvu_share,urban_share
72.8,06,Jönköping,2014-01-01,344262,70195,20.38999366761362,82.52005248377692
75.3,07,Kronoberg,2014-01-01,189128,42000,22.20718243729115,77.95313689246494
68.3,08,Kalmar,2014-01-01,235598,47843,20.30704844693079,77.54735886544259
68.4,09,Gotland,2014-01-01,57255,12083,21.103833726312114,58.44872444079694
70.6,10,Blekinge,2014-01-01,154157,34598,22.4433532048496,79.63413758671774
73.0,12,Skåne,2014-01-01,1288908,340390,26.40917738116297,88.58403527947952
75.39999999999999,13,Halland,2014-01-01,310665,71968,23.165789516038178,79.27034499338863
74.4,14,Västra Götaland,2014-01-01,1632012,418163,25.622544442075178,83.95605383038757
70.3,17,Värmland,2014-01-01,274691,58104,21.152494985274362,74.40177117450094
70.1,18,Örebro,2014-01-01,288150,63391,21.99930591705709,82.6681654355351
74.0,19,Västmanland,2014-01-01,261703,57010,21.784236328968333,87.57853423855417
72.3,20,Dalarna,2014-01-01,278903,53801,19.29021918014507,79.92759351301405
68.9,21,Gävleborg,2014-01-01,279991,53684,19.173473433074633,78.28923575448088
71.1,22,Västernorrland,2014-01-01,243061,50908,20.944536556666847,76.57454920144255
70.39999999999999,23,Jämtland,2014-01-01,126765,27159,21.424683469411903,66.36619807247554
71.7,24,Västerbotten,2014-01-01,262362,70614,26.91472088183502,77.56801369915846
68.1,25,Norrbotten,2014-01-01,249987,54629,21.8527363422898,82.22389374479604
78.3,01,Stockholm,2014-04-01,2198044,706054,32.12192294603748,95.73732331942621
75.80000000000001,03,Uppsala,2014-04-01,348942,105587,30.259183474617558,80.50297425881709
72.5,04,Södermanland,2014-04-01,280666,55699,19.845296544647375,82.36671616101175
73.4,05,Östergötland,2014-04-01,442105,109222,24.704990895827912,84.36395883084056
75.80000000000001,06,Jönköping,2014-04-01,344262,70195,20.38999366761362,82.52005248377692
77.0,07,Kronoberg,2014-04-01,189128,42000,22.20718243729115,77.95313689246494
